id,id_str,screen_name,location,Age,In-out-ratio,favorites-ratio,Status-ratio,Account-rep,Avg-tpd,Hashtags-ratio,User-mentions-ratio,Mal-url-ratio,Url-ratio,bot
4180417402,4180417402,ahouseofdust,,,,,,,,,,,,1
87257462,87257462,NY_Now,New York,,,,,,,,,,,1
2154978907,2154978907,_LostBuoy_,Pacific Ocean,,,,,,,,,,,1
553782591,553782591,spear_one,,,,,,,,,,,,1
3538441102,3538441102,kordeidangerouz,ill_a,,,,,,,,,,,1
7.82E+17,7.82E+17,andrewhuangbot,"Toronto, Ontario",,,,,,,,,,,1
41784439,41784439,AllTheCheeses,,,,,,,,,,,,1
1213590199,1213590199,fly_papers,,,,,,,,,,,,1
8.41E+17,8.41E+17,Suarez06356267,,,,,,,,,,,,1
2436268172,2436268172,Eyescaler,,,,,,,,,,,,1
7.92E+17,7.92E+17,soeqaib,"Brookfield Center, OH, USA",,,,,,,,,,,1
42503545,42503545,AllOilPainting,United States,,,,,,,,,,,1
1917328862,1917328862,SmoothUnicode,‰_¥,,,,,,,,,,,1
8.41E+17,8.41E+17,charand522,,,,,,,,,,,,1
1956227743,1956227743,CultEvoBot,,,,,,,,,,,,1
4845168475,4845168475,SAmallenxx18,"North Mankato city, MN, USA",,,,,,,,,,,1
8.12E+17,8.12E+17,beiwiqe25,"Carpentersville, United States",,,,,,,,,,,1
3033319478,3033319478,helpmeetgoal,,,,,,,,,,,,1
7.56E+17,7.56E+17,chinesphere,,,,,,,,,,,,1
7.51E+17,7.51E+17,xbangtan1,‰Û_•üdont follow this acc‰Û_•ü,,,,,,,,,,,1
1884655238,1884655238,eachtown,Somewhere in America,,,,,,,,,,,1
3245226532,3245226532,NixieBot,"Cardiff, Wales",,,,,,,,,,,1
1696989883,1696989883,Zzt_ebooks,,,,,,,,,,,,1
8.32E+17,8.32E+17,angelia_irr,,,,,,,,,,,,1
2616681584,2616681584,NaiveAnswers,,,,,,,,,,,,1
2959273881,2959273881,biofilmPapers,,,,,,,,,,,,1
7.08E+17,7.08E+17,baeksehuniie,,,,,,,,,,,,1
1705052335,1705052335,TwoHeadlines,The Bugle Planet,,,,,,,,,,,1
2801421163,2801421163,sponge_papers,,,,,,,,,,,,1
3424772890,3424772890,CitiBikeDocks,"New York, USA",,,,,,,,,,,1
3012013796,3012013796,likeuberbut,Silicone Valley,,,,,,,,,,,1
8.25E+17,8.25E+17,beefl96,"Darlington town, IN, USA",,,,,,,,,,,1
559675462,559675462,GoogleFacts,,,,,,,,,,,,1
2709947906,2709947906,vox_ebooks,,,,,,,,,,,,1
3066047482,3066047482,synbio_papers,AI Lab @ UPM - Madrid,,,,,,,,,,,1
2842044927,2842044927,nice_tips_bot,,,,,,,,,,,,1
2646440287,2646440287,quantifiedinky,,,,,,,,,,,,1
2980456333,2980456333,ididmorepushups,,,,,,,,,,,,1
2651152393,2651152393,assignments_txt,,,,,,,,,,,,1
436266454,"""436266454""","""TwitterMovies""","""""",,,,,,,,,,,1
7.93E+17,7.93E+17,lixoxept96,"Shawneetown city, IL, USA",,,,,,,,,,,1
2245577389,2245577389,BotMtGFlavor,Tweets every 30 minutes,,,,,,,,,,,1
8.05E+17,8.05E+17,DSWalsh6,Canada,,,,,,,,,,,1
2206028467,2206028467,XsGonnaX,,,,,,,,,,,,1
2425231,2425231,Fact,WORLDWIDE,,,,,,,,,,,1
2704554914,2704554914,reverseocr,,,,,,,,,,,,1
8.25E+17,8.25E+17,anamariaq27,"Holloman AFB, NM, USA",,,,,,,,,,,1
277094568,277094568,litoraptor,,,,,,,,,,,,1
3045203078,3045203078,colorschemez,,,,,,,,,,,,1
7.95E+17,7.95E+17,startup_o_matic,Bay Area,,,,,,,,,,,1
2954123037,2954123037,Joey_Cartero,"Willowbrook city, KS, USA",,,,,,,,,,,1
7.71E+17,"""771193200367108100""","""1pRsHsia8WbmoD7""","""""",,,,,,,,,,,1
4092326421,4092326421,menubot,,,,,,,,,,,,1
3021641217,3021641217,BioCodePapers,,,,,,,,,,,,1
2612605603,2612605603,gorillacities,#botALLY,,,,,,,,,,,1
8.19E+17,"""818630278339923968""","""SydneyPogoMap""","""Sydney, NSW""",,,,,,,,,,,1
998166463,998166463,JpTeixeira01,andradas,,,,,,,,,,,1
2789337546,2789337546,CRISPR_papers,,,,,,,,,,,,1
111660165,111660165,SluttySara,,,,,,,,,,,,1
2954483033,2954483033,suavkog95,"Springfield city, NE, USA",,,,,,,,,,,1
8.41E+17,8.41E+17,rosalinemckeit4,,,,,,,,,,,,1
8.41E+17,8.41E+17,eatdicks4health,,,,,,,,,,,,1
8.33E+17,8.33E+17,TrevisanOlympia,,,,,,,,,,,,1
7.82E+17,7.82E+17,ProtasMerrill,,,,,,,,,,,,1
3227854754,3227854754,not_a_cop_bot,The streets,,,,,,,,,,,1
8.29E+17,8.29E+17,FollowNoire,,,,,,,,,,,,1
3262004991,3262004991,MltplSclppr,,,,,,,,,,,,1
2986319204,2986319204,theDesireBot,,,,,,,,,,,,1
3304794002,3304794002,VillanelleBot,,,,,,,,,,,,1
208881789,208881789,USPRI,"Washington, DC",,,,,,,,,,,1
2415155167,2415155167,ideabot,nyc,,,,,,,,,,,1
2579601960,2579601960,BadArtThief,Secret Art Thief Hideout,,,,,,,,,,,1
3121911275,3121911275,fuckingbard,Stratford-upon-Fucking-Avon,,,,,,,,,,,1
2802867446,2802867446,pixelsorter,internet,,,,,,,,,,,1
2209425018,2209425018,ThreeCourseMeal,That fancy place downtown,,,,,,,,,,,1
8.41E+17,8.41E+17,Keifer67684948,,,,,,,,,,,,1
2148047569,2148047569,artassignbot,,,,,,,,,,,,1
2870071360,2870071360,botsummittalks,,,,,,,,,,,,1
8.23E+17,8.23E+17,ZinaJ26,"White city, UT, USA",,,,,,,,,,,1
7.81E+17,7.81E+17,zopuolond93,"Osprey, FL, USA",,,,,,,,,,,1
2796267913,2796267913,eAgreeTeam,"Washington, DC",,,,,,,,,,,1
541429153,541429153,EnjoyTheFilm,"Hollywood, CA",,,,,,,,,,,1
7.94E+17,7.94E+17,_DJ_3000_,KBBL Studio,,,,,,,,,,,1
7.45E+17,7.45E+17,sunsetonari,,,,,,,,,,,,1
3226543356,3226543356,infinitedeserts,the desert,,,,,,,,,,,1
7.93E+17,7.93E+17,jonttxoxoa,"Chandler city, OK, USA",,,,,,,,,,,1
2680283464,2680283464,emojidreams,,,,,,,,,,,,1
2367499014,2367499014,CutePetsDenver,"Denver, Colorado",,,,,,,,,,,1
2540754536,2540754536,porcadapalabra,,,,,,,,,,,,1
8.19E+17,"""819416797354954752""","""MelPogoMap""","""Melbourne, VIC""",,,,,,,,,,,1
2282369803,2282369803,SimGenerator,Request queue: CLOSED,,,,,,,,,,,1
8.03E+17,8.03E+17,suaj30,"Wheeler AFB, HI, USA",,,,,,,,,,,1
2588364937,2588364937,YouAreCarrying,Great Underground Empire,,,,,,,,,,,1
7.99E+17,7.99E+17,Hollon1120,,,,,,,,,,,,1
8.03E+17,8.03E+17,zackeryssuperz,"Startex, SC, USA",,,,,,,,,,,1
2902044872,2902044872,RNAi_papers,Belfast,,,,,,,,,,,1
393818147,393818147,mrsfishsfunkys,,,,,,,,,,,,1
3250687101,3250687101,LilSpellbook,Avalon,,,,,,,,,,,1
7.95E+17,7.95E+17,theIntialCommit,"Washington, DC",,,,,,,,,,,1
2214694938,2214694938,brainchatbot,,,,,,,,,,,,1
7.82E+17,7.82E+17,henrysalomonlo1,,,,,,,,,,,,1
2161132099,2161132099,RealHumanPraise,,,,,,,,,,,,1
2956332441,2956332441,CarminaO29,"Sharonville, United States",,,,,,,,,,,1
8.11E+17,8.11E+17,oiltrading_blog,"London, England",,,,,,,,,,,1
2823681952,2823681952,rireljbeq,,,,,,,,,,,,1
8.41E+17,8.41E+17,lepage155,,,,,,,,,,,,1
8.32E+17,8.32E+17,_OutToSea_,Everywhere,,,,,,,,,,,1
2737823912,2737823912,freefollow20071,,,,,,,,,,,,1
7.94E+17,7.94E+17,sitcom_o_matic,,,,,,,,,,,,1
3131670665,3131670665,SortingBot,Hogwarts,,,,,,,,,,,1
15146415,15146415,zorinlynx,"Miami, FL",,,,,,,,,,,1
3183086418,3183086418,TurnsOutBot,,,,,,,,,,,,1
34961758,34961758,randomRTBot,,,,,,,,,,,,1
7.96E+17,7.96E+17,ca_props_exe,,,,,,,,,,,,1
8.41E+17,8.41E+17,JackTheAts,,,,,,,,,,,,1
2434727756,2434727756,notallbots,,,,,,,,,,,,1
241202626,241202626,solidstateNMR,,,,,,,,,,,,1
8.41E+17,8.41E+17,Abbeyafb2017,,,,,,,,,,,,1
8.1E+17,"""809557754994106373""","""PmapAarhus""","""""",,,,,,,,,,,1
2236870705,2236870705,NutcrackerRedux,Land of Sweets,,,,,,,,,,,1
2955137072,2955137072,MindaHjello19,"Hawaiian Paradise Park, USA",,,,,,,,,,,1
2293904707,2293904707,plzasm,USA,,,,,,,,,,,1
1945438417,1945438417,randomchordbot,,,,,,,,,,,,1
2954717074,2954717074,RylGme,"Pennsylvania, USA",,,,,,,,,,,1
8.41E+17,"""840739834272575488""","""SendNudes1099""","""""",,,,,,,,,,,1
2799462085,2799462085,ANH_Papers,,,,,,,,,,,,1
3124663659,3124663659,PatriciaPlake,"Kansas, USA",,,,,,,,,,,1
7.79E+17,7.79E+17,wildflowersbot,,,,,,,,,,,,1
8.33E+17,8.33E+17,bobbysmith1189,,,,,,,,,,,,1
7.32E+17,7.32E+17,king_chrisg10,,,,,,,,,,,,1
2563900087,2563900087,TinaStreet2,,,,,,,,,,,,1
2792755474,2792755474,TodayFinally,,,,,,,,,,,,1
984234187,"""984234187""","""NarutoFans_Indo""","""Di semua desaÊ""",,,,,,,,,,,1
2569181545,2569181545,everysnake,sssssss,,,,,,,,,,,1
2792438832,"""2792438832""","""SlideSource""","""""",,,,,,,,,,,1
3325527710,3325527710,thinkpiecebot,,,,,,,,,,,,1
2849780190,2849780190,5hmC_papers,"Kyoto, Japan",,,,,,,,,,,1
2467156063,2467156063,botswifty,,,,,,,,,,,,1
2900906989,2900906989,PleaseRapAbout,,,,,,,,,,,,1
8.22E+17,8.22E+17,scaevans25,"Del Rio city, TX, USA",,,,,,,,,,,1
2165326447,2165326447,thewaybot,,,,,,,,,,,,1
1948657260,1948657260,FalseFlagBot_,right behind you!,,,,,,,,,,,1
3275228352,3275228352,AusGLAMBlogs,Australia,,,,,,,,,,,1
2163455832,2163455832,PlayLightsOut,,,,,,,,,,,,1
2896679574,2896679574,PubSnips,,,,,,,,,,,,1
3303517698,3303517698,WhatTheFare,All Uber Cities,,,,,,,,,,,1
2321294706,2321294706,JEL_O_bot,The Internets,,,,,,,,,,,1
2597874625,2597874625,bioinfo_papers,,,,,,,,,,,,1
2202066812,2202066812,5oclockbot,,,,,,,,,,,,1
3347704264,"""3347704264""","""Circaenergy""","""Coleraine, Northern Ireland""",,,,,,,,,,,1
8.03E+17,8.03E+17,HPricea93,"Imperial, United States",,,,,,,,,,,1
8.33E+17,8.33E+17,nievesgilbert11,,,,,,,,,,,,1
7.64E+17,7.64E+17,tyylleerrjjjjo,,,,,,,,,,,,1
82237859,82237859,iaminigomontoya,Guilder,,,,,,,,,,,1
2647139192,2647139192,wikisext,sex place,,,,,,,,,,,1
2553357577,2553357577,everyadage,,,,,,,,,,,,1
3190153903,3190153903,youareherebot,,,,,,,,,,,,1
2553241008,2553241008,blank_was_blank,#botALLY,,,,,,,,,,,1
2219666779,2219666779,INTERESTING_JPG,reuters.com/news/pictures,,,,,,,,,,,1
267087485,267087485,hotsootuff_bot,S_éNE,,,,,,,,,,,1
8.25E+17,8.25E+17,franklin_pmiami,"Dexter city, IA, USA",,,,,,,,,,,1
2353711584,2353711584,4myrealfriends,,,,,,,,,,,,1
2547139646,2547139646,wearable_things,the wearables space,,,,,,,,,,,1
3010688583,3010688583,WeirdConvoBot,,,,,,,,,,,,1
7.54E+17,"""753670706311815169""",ÓATVI_ABÒ,"""Santa Monica, CA""",,,,,,,,,,,1
2276705743,2276705743,GameDesign101,"In ur head, feeding ur ideas",,,,,,,,,,,1
3317314489,3317314489,cummingforlrh,,,,,,,,,,,,1
2312069443,2312069443,ReligiousRumors,,,,,,,,,,,,1
4855031605,4855031605,ceback84,"Reliance town, SD, USA",,,,,,,,,,,1
7.61E+17,7.61E+17,lists_of_lists,,,,,,,,,,,,1
3274643844,3274643844,hollowking360,,,,,,,,,,,,1
7.62E+17,7.62E+17,RosesAreRedBot,"Portland, OR",,,,,,,,,,,1
2781103332,2781103332,1995Internet,The Internet,,,,,,,,,,,1
2544482664,2544482664,everypunk,,,,,,,,,,,,1
7.94E+17,7.94E+17,sleeps_xmas,,,,,,,,,,,,1
1292828988,1292828988,angelikaparnell,,,,,,,,,,,,1
2869994812,2869994812,MythologyButt,Quotidian Brain-dead,,,,,,,,,,,1
2861842401,2861842401,worstvsworst,,,,,,,,,,,,1
7.86E+17,7.86E+17,wizarding_names,The Wizarding World,,,,,,,,,,,1
3105672877,3105672877,oldschoolflyers,NYC,,,,,,,,,,,1
8.28E+17,8.28E+17,StarttCallaghan,,,,,,,,,,,,1
2601553820,2601553820,TXTADVNT_EXE,1984,,,,,,,,,,,1
28878121,28878121,mutilda,,,,,,,,,,,,1
8.41E+17,8.41E+17,Raffaelo14,,,,,,,,,,,,1
2583066602,2583066602,drow_yreve,,,,,,,,,,,,1
2365948482,2365948482,CompBiolPapers,@heathermvincent,,,,,,,,,,,1
2391332989,2391332989,NetflixSoundFX,Run by @stokedbro,,,,,,,,,,,1
4730693835,4730693835,NYPLphotobot,"New York, New York",,,,,,,,,,,1
3021814752,3021814752,a_xing_ebooks,A town overrun with weeds,,,,,,,,,,,1
2799935377,2799935377,microRNA_papers,,,,,,,,,,,,1
2263112616,2263112616,ItCantFail,My garage,,,,,,,,,,,1
2671843464,2671843464,100yearsrising,,,,,,,,,,,,1
3041436185,3041436185,dnstats_agora,,,,,,,,,,,,1
3730020912,3730020912,haikuthegibson,the mainframe,,,,,,,,,,,1
7.8E+17,7.8E+17,pearwin96,"Oregon, United States",,,,,,,,,,,1
2268932004,2268932004,hapaxhegemon,,,,,,,,,,,,1
8.41E+17,8.41E+17,AnnaLoz42522982,,,,,,,,,,,,1
1233596353,"""1233596353""","""westlife1219""","""""",,,,,,,,,,,1
304405082,304405082,othello3579,,,,,,,,,,,,1
2360216107,2360216107,botarchaeo,,,,,,,,,,,,1
4861803504,4861803504,mjvocals,,,,,,,,,,,,1
7.91E+17,7.91E+17,mekhislo,"Abbeville, United States",,,,,,,,,,,1
7.93E+17,7.93E+17,faapaednt24,"Centerville city, IA, USA",,,,,,,,,,,1
8.24E+17,8.24E+17,WUedsefnd25,"Tampa, St Petersburg, USA",,,,,,,,,,,1
2756361932,2756361932,sextmanteau_bot,sextylvania,,,,,,,,,,,1
4874838393,4874838393,corporabrackets,,,,,,,,,,,,1
7.59E+17,"""759020886821179396""","""PokeAlertMalmo""","""Malmo, Sweden""",,,,,,,,,,,1
2766206647,2766206647,WrongRobot,,,,,,,,,,,,1
3239840098,3239840098,CloudyConway,pics license: by-nc-sa 4.0,,,,,,,,,,,1
2719936344,2719936344,CyberEveryword,•_£•__•_¢•_´•__•__•_¡•_Á•_£•_´,,,,,,,,,,,1
8.4E+17,8.4E+17,shea_leesa,,,,,,,,,,,,1
1934795125,1934795125,nostrich_ebooks,,,,,,,,,,,,1
3347398023,3347398023,RenPeralta23,,,,,,,,,,,,1
2608082672,2608082672,_The_Thief,The Great Underground Empire,,,,,,,,,,,1
14052388,14052388,botanicalls,"New York, NY",,,,,,,,,,,1
4179589245,4179589245,NicenessBot,Dev: @Balbonator,,,,,,,,,,,1
2390014363,2390014363,itsthisyear,The Present,,,,,,,,,,,1
582070651,582070651,LettsScience,"Cambridge, UK",,,,,,,,,,,1
7.27E+17,7.27E+17,AkashLahuKale7,,,,,,,,,,,,1
2891174513,2891174513,MusicReviewBot,,,,,,,,,,,,1
1533777176,1533777176,botALLY,,,,,,,,,,,,1
21870796,21870796,Opportunitweets,,,,,,,,,,,,1
2203838767,2203838767,BecauseBot,,,,,,,,,,,,1
2744635545,2744635545,scheideggermaia,"London, England",,,,,,,,,,,1
51417900,51417900,thedreamstream,IN UR HEAD WHEN U SLEEP,,,,,,,,,,,1
1912617043,1912617043,_primes_,,,,,,,,,,,,1
8.41E+17,8.41E+17,ShakirVip,Shakir Chodhri ,,,,,,,,,,,1
8.41E+17,8.41E+17,storum_alona,,,,,,,,,,,,1
8.26E+17,8.26E+17,yannalynn29,National Capital Region,,,,,,,,,,,1
3027305319,3027305319,TwoJournalists,,,,,,,,,,,,1
3299539696,3299539696,DrAngryBot,,,,,,,,,,,,1
2584769029,2584769029,howxisthatybot,Australia,,,,,,,,,,,1
21437491,21437491,nz_quake,New Zealand,,,,,,,,,,,1
7.98E+17,7.98E+17,OwenPallettSwap,The Arctic Circle,,,,,,,,,,,1
20065936,20065936,mental_floss,New York/Birmingham/London,,,,,,,,,,,1
2153665453,2153665453,lawandorderexo,Space,,,,,,,,,,,1
2820113721,2820113721,ChIP_seq,Cambridge,,,,,,,,,,,1
2875327857,2875327857,LegoSpaceBot,SPACESHIP,,,,,,,,,,,1
2954476299,2954476299,judgxx,"Nemaha city, IA, USA",,,,,,,,,,,1
8.25E+17,8.25E+17,muejiiz1991,"Wurtland city, KY, USA",,,,,,,,,,,1
8.03E+17,8.03E+17,dwightmitchellz,"Suttons Bay village, MI, USA",,,,,,,,,,,1
1948423238,1948423238,exoslash,,,,,,,,,,,,1
2185110726,2185110726,trendagainst,,,,,,,,,,,,1
3347203689,3347203689,RestroomGender,"Bathrooms, Everywhere",,,,,,,,,,,1
8.25E+17,8.25E+17,jansfarmera,"Marshall city, MO, USA",,,,,,,,,,,1
8.4E+17,8.4E+17,laobadengni,"Hacienda Heights, CA",,,,,,,,,,,1
4047811714,"""4047811714""","""Gravity_Ireland""","""Galway, Ireland""",,,,,,,,,,,1
7.87E+17,7.87E+17,HEoxt25,"Cleveland town, VA, USA",,,,,,,,,,,1
767839495,767839495,EquestrianBot,,,,,,,,,,,,1
2400443496,2400443496,NailbiterBot,The Internet,,,,,,,,,,,1
8.02E+17,8.02E+17,edrad90,"Tennessee village, IL, USA",,,,,,,,,,,1
8.22E+17,8.22E+17,fluffmaster7000,,,,,,,,,,,,1
2878888502,2878888502,TinyCrossword,,,,,,,,,,,,1
2570899740,2570899740,businessman_exe,working late,,,,,,,,,,,1
2474042306,2474042306,supervocalic,,,,,,,,,,,,1
2372286949,2372286949,BioinformaticsP,,,,,,,,,,,,1
3180272609,3180272609,AvengerEngineer,,,,,,,,,,,,1
2277757998,2277757998,flippedconcept,,,,,,,,,,,,1
2720832374,2720832374,rulesofcards,,,,,,,,,,,,1
3052517302,3052517302,TransxnNoiseBot,,,,,,,,,,,,1
3317221923,3317221923,future_junk,In a rusty cargo container.,,,,,,,,,,,1
8.41E+17,8.41E+17,JusticeUmoren,,,,,,,,,,,,1
7.54E+17,7.54E+17,follow3dcliff,,,,,,,,,,,,1
7.93E+17,7.93E+17,johnettaj26,"Irwin city, IA, USA",,,,,,,,,,,1
177502839,177502839,metagenomics,,,,,,,,,,,,1
7.08E+17,7.08E+17,choochoobot,"Deserts, Forests, Beaches, etc",,,,,,,,,,,1
8.02E+17,8.02E+17,mdmorrisx84,"North Spearfish, SD, USA",,,,,,,,,,,1
7.71E+17,7.71E+17,goldenratiobot,The Internet,,,,,,,,,,,1
2955212687,2955212687,ionxhsuper,"West Conshohocken borough, USA",,,,,,,,,,,1
3003428519,3003428519,sRNAPapers,,,,,,,,,,,,1
2617339802,2617339802,winter_py,,,,,,,,,,,,1
2352006876,2352006876,saikoa0709,,,,,,,,,,,,1
2901778089,2901778089,BMPBug,,,,,,,,,,,,1
2795689592,2795689592,NeuroGen_papers,"London, UK",,,,,,,,,,,1
2223415243,2223415243,statementartist,The Art World,,,,,,,,,,,1
2669568144,2669568144,pooledseq,,,,,,,,,,,,1
288979145,288979145,lesliehandsome,,,,,,,,,,,,1
68956490,68956490,RedScareBot,Wisconsin,,,,,,,,,,,1
3312790286,3312790286,AnimalVidBot,,,,,,,,,,,,1
4790723008,4790723008,classifybot,,,,,,,,,,,,1
3266483216,3266483216,fontcriticbot,The Font of All Knowledge,,,,,,,,,,,1
239223019,239223019,QIMRBergh_pubs,"Brisbane, Australia",,,,,,,,,,,1
8.4E+17,8.4E+17,swimwear_,United States,,,,,,,,,,,1
2789910212,2789910212,TC_papers,,,,,,,,,,,,1
129845242,129845242,Inspire_Us,,,,,,,,,,,,1
8.05E+17,8.05E+17,LatinaEisenhow1,"Clio, MI",,,,,,,,,,,1
4841627539,4841627539,joaxt1985,"Seadrift city, TX, USA",,,,,,,,,,,1
8.39E+17,8.39E+17,RemarqueNYU,"New York, NY",,,,,,,,,,,1
8.05E+17,8.05E+17,HanuAcademy,"Dhaka, Bangladesh",,,,,,,,,,,1
42805105,42805105,swear_bot,Everywhere,,,,,,,,,,,1
3350730149,3350730149,GIFsofWikipedia,,,,,,,,,,,,1
3242711672,3242711672,RoboRosewater,,,,,,,,,,,,1
8.41E+17,8.41E+17,MacyJordan4,,,,,,,,,,,,1
3238422218,3238422218,Slam140,Internets,,,,,,,,,,,1
1914615907,1914615907,ColorADayBot,,,,,,,,,,,,1
4307950162,4307950162,Indie_Dev_Bot,,,,,,,,,,,,1
8.02E+17,8.02E+17,donniensdroopyi,"Canton borough, PA, USA",,,,,,,,,,,1
2374920458,2374920458,aDNA_papers,Japan,,,,,,,,,,,1
2361501445,2361501445,CointraqBot,,,,,,,,,,,,1
7.84E+17,7.84E+17,_posibot,,,,,,,,,,,,1
7.74E+17,7.74E+17,Larissa_W28,"Calhan town, CO, USA",,,,,,,,,,,1
1850074248,1850074248,LifehackLifehax,In your brain.,,,,,,,,,,,1
7.11E+17,7.11E+17,InstrumentBot,,,,,,,,,,,,1
3038750682,3038750682,DifferenceJoke,funny town LOL,,,,,,,,,,,1
2946240832,2946240832,acrotowne,,,,,,,,,,,,1
86297248,86297248,raviraju88,"Seattle, WA",,,,,,,,,,,1
1937939858,1937939858,AddAWordBot,(Bot by @robdubbin),,,,,,,,,,,1
7.78E+17,7.78E+17,vike29,"Gravel Ridge, AR, USA",,,,,,,,,,,1
4765790730,4765790730,GraphicScoreBot,deerful.space,,,,,,,,,,,1
386263630,386263630,johnhall,"Missouri, USA",,,,,,,,,,,1
3169494832,3169494832,OMG_wikipedia,,,,,,,,,,,,1
8.32E+17,8.32E+17,flahertymiragl2,,,,,,,,,,,,1
8.02E+17,8.02E+17,SherriLucio,,,,,,,,,,,,1
2465112602,2465112602,abotcalledquest,,,,,,,,,,,,1
575930104,575930104,metaphorminute,,,,,,,,,,,,1
2244682986,2244682986,aportraitofthe,,,,,,,,,,,,1
8.28E+17,8.28E+17,Na1U1AX56WrkBSc,,,,,,,,,,,,1
7.82E+17,7.82E+17,LevelMccune,,,,,,,,,,,,1
8.27E+17,8.27E+17,Tanya2558,,,,,,,,,,,,1
8.04E+17,8.04E+17,zionb22,"Affton, United States",,,,,,,,,,,1
2553099692,2553099692,JEveryword,¾Ñ´¾ÏÂ,,,,,,,,,,,1
2288902454,2288902454,PedanticMagick,The aether,,,,,,,,,,,1
8.23E+17,8.23E+17,janicerogersz,"Byron village, MI, USA",,,,,,,,,,,1
2612986777,2612986777,emojidoll,,,,,,,,,,,,1
2900522030,2900522030,blahfuture,,,,,,,,,,,,1
2614979671,2614979671,mnemosynetron,,,,,,,,,,,,1
2961844870,2961844870,cyclicdigmp,,,,,,,,,,,,1
7.32E+17,7.32E+17,bangbangari9,,,,,,,,,,,,1
2955118029,2955118029,Billy_W83,"Atherton, United States",,,,,,,,,,,1
2954472170,2954472170,qaefr83,"Pima town, AZ, USA",,,,,,,,,,,1
2944765452,2944765452,60008d2f8baa4d9,,,,,,,,,,,,1
7.37E+17,7.37E+17,likesfrombutera,,,,,,,,,,,,1
2500879824,2500879824,Acrostician,,,,,,,,,,,,1
2208281420,2208281420,forgetmebot,Source code:,,,,,,,,,,,1
2620118677,2620118677,yes_ofc,yeah,,,,,,,,,,,1
7.2E+17,7.2E+17,botsburgers,,,,,,,,,,,,1
7.82E+17,7.82E+17,maryland_vernon,,,,,,,,,,,,1
8.14E+17,8.14E+17,coopaula_reedxx,"Clearmont city, MO, USA",,,,,,,,,,,1
3302130449,3302130449,justdidathing,,,,,,,,,,,,1
8.41E+17,8.41E+17,jggcpczhdys684,,,,,,,,,,,,1
2938368655,2938368655,realdinogenera,the Jurassic period,,,,,,,,,,,1
4888553495,"""4888553495""","""letsgovelo""","""Worcester, England""",,,,,,,,,,,1
2981339967,2981339967,HottestStartups,Frankfurt School,,,,,,,,,,,1
8.41E+17,8.41E+17,sabo_sabo21,,,,,,,,,,,,1
4872824255,4872824255,foodie_dems,all over this great country,,,,,,,,,,,1
7.14E+17,7.14E+17,spiraesthetic,,,,,,,,,,,,1
4859190222,4859190222,deandeandremwri,"Meadow Lakes, AK, USA",,,,,,,,,,,1
8.26E+17,8.26E+17,Rachelyxxxx,,,,,,,,,,,,1
2945706375,2945706375,AnaiaaYh92naj,new york city,,,,,,,,,,,1
8.41E+17,8.41E+17,Georgia98208,,,,,,,,,,,,1
2955066547,2955066547,fantasticColinf,"Old Shawneetown village, USA",,,,,,,,,,,1
2553308112,2553308112,theveryword,#botALLY,,,,,,,,,,,1
4730417298,4730417298,NerdGarbageBot,,,,,,,,,,,,1
8.41E+17,8.41E+17,RamboRushes,,,,,,,,,,,,1
181031309,181031309,jHYtseBot,,,,,,,,,,,,1
2503370119,2503370119,apparent_things,dwelling is a gathering-forth,,,,,,,,,,,1
1902490670,1902490670,Unicode_ebooks,,,,,,,,,,,,1
7.48E+17,7.48E+17,biorxiv_ecology,,,,,,,,,,,,1
3312793087,3312793087,GenreMasher,,,,,,,,,,,,1
8.41E+17,8.41E+17,FreeFollows429,,,,,,,,,,,,1
3381047014,3381047014,auto_automata,@nossidge,,,,,,,,,,,1
2497458150,2497458150,fuckeveryword,,,,,,,,,,,,1
2862814830,2862814830,VerifiedBioBot,,,,,,,,,,,,1
2824166663,2824166663,ImportantAnimal,(bot by @hoffm),,,,,,,,,,,1
2230101666,2230101666,AU_Prompts,An Alternate Universe,,,,,,,,,,,1
8.16E+17,8.16E+17,makarovwhc1994,,,,,,,,,,,,1
7.14E+17,7.14E+17,butwithguns,"Hyrule, probably",,,,,,,,,,,1
2854795632,2854795632,cookeryBliss,,,,,,,,,,,,1
3193947078,3193947078,man_products,#masculinitysofragile,,,,,,,,,,,1
8.38E+17,8.38E+17,adjectives_bot,,,,,,,,,,,,1
3731933332,3731933332,vitamin_A_paper,,,,,,,,,,,,1
4384584201,4384584201,realNYCbot,NYC,,,,,,,,,,,1
4766927149,4766927149,zguo0115_USyd,,,,,,,,,,,,1
7.08E+17,7.08E+17,lettergamebot,Nothing to do with the tv show,,,,,,,,,,,1
2789766403,2789766403,Immunol_papers,,,,,,,,,,,,1
7.93E+17,7.93E+17,jam_allenxx,"Eminence city, KY, USA",,,,,,,,,,,1
7.16E+17,"""716380373282906112""","""Mzredd2K16""","""""",,,,,,,,,,,1
2954400200,2954400200,koiseujn20,Delhi.India,,,,,,,,,,,1
3033516893,3033516893,ahmedmobarkqw,,,,,,,,,,,,1
8.4E+17,8.4E+17,YoJSRr9J58SE6Zz,,,,,,,,,,,,1
2883449266,2883449266,IMG2ASCII,Some BBS somewhere,,,,,,,,,,,1
2794540623,2794540623,genomeguardian,,,,,,,,,,,,1
8.29E+17,8.29E+17,mcleanaitenbic2,,,,,,,,,,,,1
7.96E+17,7.96E+17,FailureIsOK,,,,,,,,,,,,1
